term: a, termFreq = 6523, docCount = 2081
term: modified, termFreq = 57, docCount = 49
term: modifier, termFreq = 2, docCount = 2
term: modifies, termFreq = 3, docCount = 3
term: modify, termFreq = 7, docCount = 7
term: modifying, termFreq = 6, docCount = 6
term: modry, termFreq = 1, docCount = 1
term: modula, termFreq = 2, docCount = 1
term: modular, termFreq = 12, docCount = 9
term: modularity, termFreq = 2, docCount = 2
term: modularization, termFreq = 3, docCount = 2
term: modularizing, termFreq = 1, docCount = 1
term: modulation, termFreq = 2, docCount = 2
term: module, termFreq = 8, docCount = 7
term: modules, termFreq = 21, docCount = 15
term: modulo, termFreq = 4, docCount = 2
term: modulus, termFreq = 8, docCount = 7
term: mold, termFreq = 2, docCount = 2
term: molded, termFreq = 1, docCount = 1
term: molecular, termFreq = 6, docCount = 5
term: molecules, termFreq = 1, docCount = 1
term: moler, termFreq = 4, docCount = 4
term: moment, termFreq = 8, docCount = 7
term: moments, termFreq = 9, docCount = 7
term: mondrup, termFreq = 1, docCount = 1
term: monica, termFreq = 1, docCount = 1
term: monitor, termFreq = 45, docCount = 26
term: monitoring, termFreq = 13, docCount = 9
term: monitors, termFreq = 16, docCount = 12
term: mono, termFreq = 1, docCount = 1
term: monotone, termFreq = 3, docCount = 1
term: monotonic, termFreq = 9, docCount = 5
term: monotonicity, termFreq = 1, docCount = 1
term: monotonous, termFreq = 1, docCount = 1
term: montalbano, termFreq = 1, docCount = 1
term: montanari, termFreq = 4, docCount = 4
term: montanelli, termFreq = 2, docCount = 2
term: montangero, termFreq = 1, docCount = 1
term: monte, termFreq = 22, docCount = 19
term: montgomery, termFreq = 1, docCount = 1
term: month, termFreq = 3, docCount = 3
term: monthly, termFreq = 1, docCount = 1
term: months, termFreq = 9, docCount = 8
term: montillon, termFreq = 1, docCount = 1
term: mood, termFreq = 1, docCount = 1
term: mooers, termFreq = 4, docCount = 4
term: moon, termFreq = 2, docCount = 1
term: moore, termFreq = 14, docCount = 13
term: moorer, termFreq = 2, docCount = 2
term: mor, termFreq = 1, docCount = 1
term: moral, termFreq = 1, docCount = 1
term: moratorium, termFreq = 1, docCount = 1
term: more, termFreq = 231, docCount = 206
term: morel, termFreq = 1, docCount = 1
term: morelock, termFreq = 1, docCount = 1
term: morenoff, termFreq = 2, docCount = 2
term: moreover, termFreq = 12, docCount = 12
term: morgan, termFreq = 7, docCount = 7
term: morpurgo, termFreq = 1, docCount = 1
term: morris, termFreq = 17, docCount = 16
term: morrison, termFreq = 1, docCount = 1
term: morse, termFreq = 2, docCount = 2
term: mortem, termFreq = 3, docCount = 3
term: moscow, termFreq = 2, docCount = 2
term: moses, termFreq = 5, docCount = 4
term: moss, termFreq = 2, docCount = 2
term: mossbauer, termFreq = 1, docCount = 1
term: mossiere, termFreq = 1, docCount = 1
term: most, termFreq = 148, docCount = 134
term: mostfind, termFreq = 1, docCount = 1
term: mostly, termFreq = 3, docCount = 3
term: motion, termFreq = 13, docCount = 9
term: motions, termFreq = 3, docCount = 3
term: motivated, termFreq = 3, docCount = 3
term: motivates, termFreq = 1, docCount = 1
term: motivating, termFreq = 1, docCount = 1
term: motivation, termFreq = 5, docCount = 5
term: motive, termFreq = 1, docCount = 1
term: motives, termFreq = 1, docCount = 1
term: motor, termFreq = 1, docCount = 1
term: motzkin, termFreq = 1, docCount = 1
term: moulton, termFreq = 2, docCount = 2
term: mount, termFreq = 1, docCount = 1
term: mountable, termFreq = 1, docCount = 1
term: mounted, termFreq = 1, docCount = 1
term: mounts, termFreq = 1, docCount = 1
term: moursund, termFreq = 1, docCount = 1
term: movable, termFreq = 3, docCount = 2
term: move, termFreq = 11, docCount = 9
term: moveable, termFreq = 1, docCount = 1
term: moved, termFreq = 5, docCount = 4
term: movement, termFreq = 3, docCount = 3
term: movements, termFreq = 2, docCount = 2
term: movie, termFreq = 4, docCount = 2
term: movies, termFreq = 3, docCount = 2
term: moving, termFreq = 16, docCount = 9
term: mpe, termFreq = 2, docCount = 1
term: mps, termFreq = 2, docCount = 1
term: mr, termFreq = 2, docCount = 2
term: mst, termFreq = 4, docCount = 1
term: mtpt, termFreq = 6, docCount = 1
term: mts, termFreq = 2, docCount = 1
term: mu, termFreq = 5, docCount = 2
term: much, termFreq = 62, docCount = 59
term: muchhigher, termFreq = 1, docCount = 1
term: mudd, termFreq = 1, docCount = 1
term: mueller, termFreq = 2, docCount = 2
term: mulawa, termFreq = 1, docCount = 1
term: mullen, termFreq = 1, docCount = 1
term: muller, termFreq = 8, docCount = 8
term: mullery, termFreq = 1, docCount = 1
term: mullin, termFreq = 3, docCount = 3
term: multi, termFreq = 29, docCount = 26
term: multiaccess, termFreq = 9, docCount = 7
term: multiattribute, termFreq = 1, docCount = 1
term: multichannel, termFreq = 1, docCount = 1
term: multicharacter, termFreq = 1, docCount = 1
term: multiclass, termFreq = 1, docCount = 1
term: multicomputer, termFreq = 1, docCount = 1
term: multiconsole, termFreq = 2, docCount = 1
term: multics, termFreq = 19, docCount = 8
term: multidestination, termFreq = 1, docCount = 1
term: multidigit, termFreq = 1, docCount = 1
term: multidimensional, termFreq = 16, docCount = 10
term: multifactor, termFreq = 3, docCount = 2
term: multifield, termFreq = 4, docCount = 1
term: multifunctional, termFreq = 1, docCount = 1
term: multilevel, termFreq = 14, docCount = 8
term: multilingual, termFreq = 2, docCount = 2
term: multilinked, termFreq = 1, docCount = 1
term: multilist, termFreq = 4, docCount = 3
term: multimachine, termFreq = 1, docCount = 1
term: multimedia, termFreq = 1, docCount = 1
term: multinomial, termFreq = 2, docCount = 1
term: multint, termFreq = 3, docCount = 3
term: multipass, termFreq = 1, docCount = 1
term: multipath, termFreq = 1, docCount = 1
term: multiphase, termFreq = 2, docCount = 2
term: multiple, termFreq = 97, docCount = 68
term: multiplexed, termFreq = 3, docCount = 3
term: multiplexer, termFreq = 2, docCount = 1
term: multiplexing, termFreq = 9, docCount = 5
term: multiplexor, termFreq = 1, docCount = 1
term: multiplication, termFreq = 30, docCount = 20
term: multiplications, termFreq = 8, docCount = 5
term: multiplicative, termFreq = 7, docCount = 5
term: multiplicity, termFreq = 2, docCount = 2
term: multiplier, termFreq = 1, docCount = 1
term: multipliers, termFreq = 4, docCount = 3
term: multiply, termFreq = 3, docCount = 3
term: multiplying, termFreq = 2, docCount = 2
term: multipoint, termFreq = 1, docCount = 1
term: multiprecise, termFreq = 2, docCount = 1
term: multipriority, termFreq = 2, docCount = 1
term: multiprocess, termFreq = 3, docCount = 3
term: multiprocesses, termFreq = 1, docCount = 1
term: multiprocessing, termFreq = 29, docCount = 24
term: multiprocessor, termFreq = 20, docCount = 15
term: multiprocessors, termFreq = 1, docCount = 1
term: multiprogram, termFreq = 5, docCount = 5
term: multiprogrammed, termFreq = 24, docCount = 17
term: multiprogramming, termFreq = 107, docCount = 65
term: multipurpose, termFreq = 2, docCount = 1
term: multiset, termFreq = 5, docCount = 2
term: multisets, termFreq = 3, docCount = 1
term: multistage, termFreq = 2, docCount = 2
term: multistation, termFreq = 1, docCount = 1
term: multistep, termFreq = 5, docCount = 3
term: multistore, termFreq = 1, docCount = 1
term: multitasking, termFreq = 3, docCount = 2
term: multiterminal, termFreq = 2, docCount = 2
term: multiuser, termFreq = 4, docCount = 3
term: multivariate, termFreq = 12, docCount = 8
term: multiword, termFreq = 3, docCount = 1
term: mund, termFreq = 1, docCount = 1
term: munkres, termFreq = 2, docCount = 1
term: munro, termFreq = 1, docCount = 1
term: muraoka, termFreq = 1, docCount = 1
term: murphy, termFreq = 3, docCount = 3
term: murray, termFreq = 1, docCount = 1
term: muse, termFreq = 5, docCount = 1
term: music, termFreq = 22, docCount = 7
term: musical, termFreq = 2, docCount = 2
term: musicians, termFreq = 1, docCount = 1
term: musser, termFreq = 1, docCount = 1
term: must, termFreq = 97, docCount = 87
term: muth, termFreq = 2, docCount = 2
term: muthukrishnan, termFreq = 1, docCount = 1
term: mutual, termFreq = 25, docCount = 16
term: mutually, termFreq = 6, docCount = 5
term: mux, termFreq = 1, docCount = 1
term: my, termFreq = 1, docCount = 1
term: myer, termFreq = 1, docCount = 1
term: myers, termFreq = 1, docCount = 1
term: mysterious, termFreq = 1, docCount = 1
term: mythical, termFreq = 1, docCount = 1
term: n, termFreq = 437, docCount = 230
term: nadler, termFreq = 4, docCount = 4
term: nagao, termFreq = 1, docCount = 1
term: nagging, termFreq = 1, docCount = 1
term: nagler, termFreq = 2, docCount = 2
term: nagy, termFreq = 3, docCount = 3
term: nakata, termFreq = 1, docCount = 1
term: name, termFreq = 21, docCount = 16
term: named, termFreq = 2, docCount = 2
term: namelist, termFreq = 1, docCount = 1
term: namely, termFreq = 7, docCount = 7
term: names, termFreq = 17, docCount = 10
term: naming, termFreq = 6, docCount = 4
term: nandi, termFreq = 2, docCount = 2
term: nano, termFreq = 1, docCount = 1
term: narasimhan, termFreq = 1, docCount = 1
term: narrow, termFreq = 3, docCount = 3
term: narrowed, termFreq = 1, docCount = 1
term: narumi, termFreq = 1, docCount = 1
term: nather, termFreq = 3, docCount = 3
term: nation, termFreq = 2, docCount = 2
term: national, termFreq = 27, docCount = 21
term: nations, termFreq = 2, docCount = 2
term: nationwide, termFreq = 1, docCount = 1
term: native, termFreq = 1, docCount = 1
term: natural, termFreq = 86, docCount = 51
term: naturally, termFreq = 4, docCount = 4
term: nature, termFreq = 33, docCount = 30
term: naur, termFreq = 19, docCount = 19
term: naval, termFreq = 1, docCount = 1
term: navier, termFreq = 4, docCount = 2
term: navigation, termFreq = 2, docCount = 2
term: navigator, termFreq = 1, docCount = 1
term: navy, termFreq = 3, docCount = 3
term: naylor, termFreq = 4, docCount = 4
term: nbs, termFreq = 1, docCount = 1
term: nd, termFreq = 1, docCount = 1
term: neal, termFreq = 1, docCount = 1
term: near, termFreq = 23, docCount = 20
term: nearby, termFreq = 2, docCount = 2
term: nearest, termFreq = 4, docCount = 3
term: nearly, termFreq = 16, docCount = 16
term: neat, termFreq = 1, docCount = 1
term: neater, termFreq = 6, docCount = 1
term: nebraska, termFreq = 1, docCount = 1
term: nebula, termFreq = 1, docCount = 1
term: necessarily, termFreq = 13, docCount = 13
term: necessary, termFreq = 77, docCount = 70
term: necessitated, termFreq = 1, docCount = 1
term: necessitating, termFreq = 2, docCount = 2
term: necessity, termFreq = 7, docCount = 7
term: need, termFreq = 69, docCount = 67
term: needed, termFreq = 45, docCount = 44
term: needham, termFreq = 1, docCount = 1
term: needing, termFreq = 2, docCount = 2
term: needs, termFreq = 17, docCount = 17
term: neely, termFreq = 3, docCount = 2
term: negation, termFreq = 1, docCount = 1
term: negative, termFreq = 10, docCount = 8
term: neglected, termFreq = 1, docCount = 1
term: negligence, termFreq = 2, docCount = 1
term: negligible, termFreq = 3, docCount = 3
term: neidleman, termFreq = 1, docCount = 1
term: neighbor, termFreq = 3, docCount = 2
term: neighborhood, termFreq = 3, docCount = 2
term: neighborhoods, termFreq = 2, docCount = 1
term: neighboring, termFreq = 1, docCount = 1
term: neighbors, termFreq = 2, docCount = 2
term: neil, termFreq = 2, docCount = 2
term: neilsen, termFreq = 1, docCount = 1
term: neither, termFreq = 11, docCount = 11
term: nekora, termFreq = 1, docCount = 1
term: neliac, termFreq = 13, docCount = 4
term: nelliac, termFreq = 1, docCount = 1
term: nelson, termFreq = 5, docCount = 4
term: nemeth, termFreq = 1, docCount = 1
term: nemhauser, termFreq = 2, docCount = 2
term: nerve, termFreq = 1, docCount = 1
term: nes, termFreq = 1, docCount = 1
term: ness, termFreq = 2, docCount = 2
term: nested, termFreq = 22, docCount = 18
term: nesting, termFreq = 3, docCount = 3
term: nestor, termFreq = 1, docCount = 1
term: nests, termFreq = 1, docCount = 1
term: net, termFreq = 6, docCount = 3
term: netflow, termFreq = 5, docCount = 5
term: nets, termFreq = 9, docCount = 6
term: netter, termFreq = 1, docCount = 1
term: network, termFreq = 144, docCount = 67
term: networking, termFreq = 2, docCount = 2
term: networks, termFreq = 93, docCount = 47
term: neufeld, termFreq = 1, docCount = 1
term: neumann, termFreq = 6, docCount = 2
term: neumant, termFreq = 1, docCount = 1
term: neural, termFreq = 5, docCount = 2
term: neurological, termFreq = 1, docCount = 1
term: neuron, termFreq = 1, docCount = 1
term: neurons, termFreq = 2, docCount = 2
term: neurophysiological, termFreq = 2, docCount = 1
term: neurophysiology, termFreq = 1, docCount = 1
term: never, termFreq = 10, docCount = 10
term: nevertheless, termFreq = 6, docCount = 6
term: new, termFreq = 269, docCount = 217
term: newbasic, termFreq = 4, docCount = 1
term: newbery, termFreq = 2, docCount = 2
term: newcomb, termFreq = 4, docCount = 1
term: newcombe, termFreq = 1, docCount = 1
term: newell, termFreq = 7, docCount = 7
term: newer, termFreq = 2, docCount = 2
term: newhall, termFreq = 1, docCount = 1
term: newhouse, termFreq = 3, docCount = 3
term: newly, termFreq = 5, docCount = 5
term: newman, termFreq = 1, docCount = 1
term: news, termFreq = 2, docCount = 2
term: newton, termFreq = 44, docCount = 31
term: newtonian, termFreq = 1, docCount = 1
term: nexcom, termFreq = 2, docCount = 2
term: next, termFreq = 29, docCount = 27
term: ng, termFreq = 1, docCount = 1
term: nicely, termFreq = 1, docCount = 1
term: nickerson, termFreq = 1, docCount = 1
term: nielsen, termFreq = 5, docCount = 5
term: niessner, termFreq = 1, docCount = 1
term: nievergelt, termFreq = 2, docCount = 2
term: nikolai, termFreq = 1, docCount = 1
term: nilson, termFreq = 1, docCount = 1
term: nimerical, termFreq = 1, docCount = 1
term: nine, termFreq = 4, docCount = 4
term: nlogn, termFreq = 2, docCount = 1
term: nmcsa, termFreq = 1, docCount = 1
term: no, termFreq = 97, docCount = 86
term: noam, termFreq = 1, docCount = 1
term: node, termFreq = 35, docCount = 20
term: nodes, termFreq = 46, docCount = 29
term: noise, termFreq = 9, docCount = 4
term: noiseless, termFreq = 5, docCount = 2
term: noisy, termFreq = 3, docCount = 2
term: nolan, termFreq = 5, docCount = 5
term: noll, termFreq = 2, docCount = 2
term: noltemeier, termFreq = 2, docCount = 2
term: nomenclature, termFreq = 2, docCount = 2
term: non, termFreq = 41, docCount = 34
term: nonautomatic, termFreq = 1, docCount = 1
term: nonbank, termFreq = 1, docCount = 1
term: noncellular, termFreq = 1, docCount = 1
term: noncentral, termFreq = 1, docCount = 1
term: noncommutative, termFreq = 1, docCount = 1
term: noncomputational, termFreq = 1, docCount = 1
term: nonconfidential, termFreq = 1, docCount = 1
term: noncontiguous, termFreq = 1, docCount = 1
term: noncyclic, termFreq = 1, docCount = 1
term: nondegenerate, termFreq = 1, docCount = 1
term: nondeterminacy, termFreq = 3, docCount = 2
term: nondeterminism, termFreq = 1, docCount = 1
term: nondeterministic, termFreq = 15, docCount = 11
term: nondial, termFreq = 1, docCount = 1
term: nondirected, termFreq = 4, docCount = 3
term: nondiscrete, termFreq = 1, docCount = 1
term: nondramatic, termFreq = 1, docCount = 1
term: none, termFreq = 12, docCount = 11
term: nonexistence, termFreq = 2, docCount = 2
term: nonflowchart, termFreq = 1, docCount = 1
term: nonhomogeneous, termFreq = 1, docCount = 1
term: nonin, termFreq = 2, docCount = 2
term: noninferential, termFreq = 1, docCount = 1
term: noninteger, termFreq = 1, docCount = 1
term: nonintegral, termFreq = 2, docCount = 2
term: nonintegrel, termFreq = 1, docCount = 1
term: noninteractive, termFreq = 2, docCount = 2
term: noniterative, termFreq = 1, docCount = 1
term: nonlinear, termFreq = 59, docCount = 34
term: nonmathematical, termFreq = 1, docCount = 1
term: nonmember, termFreq = 1, docCount = 1
term: nonminimal, termFreq = 1, docCount = 1
term: nonnegative, termFreq = 2, docCount = 1
term: nonnormal, termFreq = 1, docCount = 1
term: nonnumerical, termFreq = 4, docCount = 3
term: nonoriented, termFreq = 2, docCount = 2
term: nonoverlapping, termFreq = 1, docCount = 1
term: nonpaged, termFreq = 1, docCount = 1
term: nonpartisan, termFreq = 1, docCount = 1
term: nonperiodic, termFreq = 1, docCount = 1
term: nonpolynomial, termFreq = 1, docCount = 1
term: nonpredictive, termFreq = 1, docCount = 1
term: nonpreemptive, termFreq = 1, docCount = 1
term: nonpreference, termFreq = 1, docCount = 1
term: nonproblem, termFreq = 1, docCount = 1
term: nonprocedural, termFreq = 16, docCount = 11
term: nonprofessional, termFreq = 1, docCount = 1
term: nonprogrammer, termFreq = 1, docCount = 1
term: nonprogrammers, termFreq = 3, docCount = 3
term: nonprogramming, termFreq = 1, docCount = 1
term: nonquantitative, termFreq = 1, docCount = 1
term: nonrandom, termFreq = 1, docCount = 1
term: nonrandomness, termFreq = 1, docCount = 1
term: nonrational, termFreq = 1, docCount = 1
term: nonrecursive, termFreq = 11, docCount = 8
term: nonredundant, termFreq = 1, docCount = 1
term: nonrelevant, termFreq = 2, docCount = 1
term: nonrepetitive, termFreq = 1, docCount = 1
term: nonresident, termFreq = 1, docCount = 1
term: nonroutine, termFreq = 1, docCount = 1
term: nonsimilar, termFreq = 1, docCount = 1
term: nonsingle, termFreq = 1, docCount = 1
term: nonsingular, termFreq = 7, docCount = 1
term: nonstandard, termFreq = 7, docCount = 4
term: nonstiff, termFreq = 1, docCount = 1
term: nonswapping, termFreq = 1, docCount = 1
term: nonsymmetric, termFreq = 1, docCount = 1
term: nontechnical, termFreq = 2, docCount = 2
term: nontechnological, termFreq = 1, docCount = 1
term: nonterminal, termFreq = 2, docCount = 2
term: nontext, termFreq = 1, docCount = 1
term: nontrivial, termFreq = 2, docCount = 2
term: nonuniform, termFreq = 2, docCount = 2
term: nonuniformity, termFreq = 1, docCount = 1
term: nonuniformly, termFreq = 1, docCount = 1
term: nonweiler, termFreq = 1, docCount = 1
term: nonzero, termFreq = 1, docCount = 1
term: nor, termFreq = 8, docCount = 7
term: norc, termFreq = 1, docCount = 1
term: nordsieck, termFreq = 2, docCount = 1
term: norm, termFreq = 9, docCount = 8
term: normal, termFreq = 84, docCount = 56
term: normality, termFreq = 3, docCount = 2
term: normalization, termFreq = 13, docCount = 5
term: normalized, termFreq = 6, docCount = 6
term: normally, termFreq = 17, docCount = 16
term: norman, termFreq = 1, docCount = 1
term: normative, termFreq = 1, docCount = 1
term: normdev, termFreq = 1, docCount = 1
term: normdey, termFreq = 1, docCount = 1
term: norms, termFreq = 10, docCount = 3
term: norris, termFreq = 1, docCount = 1
term: north, termFreq = 3, docCount = 3
term: norton, termFreq = 1, docCount = 1
term: not, termFreq = 301, docCount = 251
term: notable, termFreq = 2, docCount = 2
term: notably, termFreq = 3, docCount = 3
term: notation, termFreq = 46, docCount = 34
term: notational, termFreq = 3, docCount = 3
term: notations, termFreq = 4, docCount = 4
term: note, termFreq = 81, docCount = 78
term: noted, termFreq = 17, docCount = 16
term: notes, termFreq = 6, docCount = 5
term: notice, termFreq = 1, docCount = 1
term: noticeable, termFreq = 1, docCount = 1
term: noticed, termFreq = 1, docCount = 1
term: notices, termFreq = 1, docCount = 1
term: notion, termFreq = 14, docCount = 12
term: notions, termFreq = 9, docCount = 9
term: nov, termFreq = 2, docCount = 2
term: novak, termFreq = 1, docCount = 1
term: novel, termFreq = 9, docCount = 9
term: november, termFreq = 278, docCount = 278
term: now, termFreq = 24, docCount = 23
term: np, termFreq = 9, docCount = 5
term: npl, termFreq = 1, docCount = 1
term: nr, termFreq = 1, docCount = 1
term: nrzi, termFreq = 4, docCount = 4
term: nsec, termFreq = 1, docCount = 1
term: nsf, termFreq = 3, docCount = 2
term: nth, termFreq = 5, docCount = 4
term: nuar, termFreq = 1, docCount = 1
term: nuclear, termFreq = 4, docCount = 3
term: nucleus, termFreq = 3, docCount = 2
term: null, termFreq = 3, docCount = 3
term: number, termFreq = 466, docCount = 328
term: numbered, termFreq = 5, docCount = 4
term: numbering, termFreq = 3, docCount = 3
term: numberof, termFreq = 1, docCount = 1
term: numbers, termFreq = 110, docCount = 79
term: numerals, termFreq = 3, docCount = 2
term: numeric, termFreq = 18, docCount = 14
term: numerical, termFreq = 188, docCount = 133
term: numerically, termFreq = 15, docCount = 15
term: numerous, termFreq = 8, docCount = 8
term: numerov, termFreq = 1, docCount = 1
term: nunamaker, termFreq = 1, docCount = 1
term: nundrums, termFreq = 1, docCount = 1
term: nupak, termFreq = 1, docCount = 1
term: nurse, termFreq = 1, docCount = 1
term: nurtured, termFreq = 1, docCount = 1
term: nuys, termFreq = 1, docCount = 1
term: nygaard, termFreq = 1, docCount = 1
term: nystrom, termFreq = 1, docCount = 1
term: nyu, termFreq = 1, docCount = 1
term: o, termFreq = 128, docCount = 87
term: oakford, termFreq = 1, docCount = 1
term: obey, termFreq = 1, docCount = 1
term: obeyed, termFreq = 1, docCount = 1
term: objct, termFreq = 1, docCount = 1
term: object, termFreq = 66, docCount = 52
term: objection, termFreq = 1, docCount = 1
term: objective, termFreq = 19, docCount = 18
term: objectively, termFreq = 1, docCount = 1
term: objectives, termFreq = 17, docCount = 13
term: objects, termFreq = 54, docCount = 39
term: obligation, termFreq = 1, docCount = 1
term: obradovic, termFreq = 2, docCount = 2
term: obscure, termFreq = 2, docCount = 2
term: observable, termFreq = 1, docCount = 1
term: observables, termFreq = 1, docCount = 1
term: observation, termFreq = 6, docCount = 6
term: observations, termFreq = 4, docCount = 4
term: observe, termFreq = 1, docCount = 1
term: observed, termFreq = 11, docCount = 11
term: obsolescence, termFreq = 2, docCount = 2
term: obstacles, termFreq = 5, docCount = 2
term: obtain, termFreq = 35, docCount = 32
term: obtainable, termFreq = 6, docCount = 6
term: obtained, termFreq = 97, docCount = 89
term: obtaining, termFreq = 25, docCount = 21
term: obtains, termFreq = 2, docCount = 2
term: obvious, termFreq = 11, docCount = 10
term: obviously, termFreq = 2, docCount = 2
term: occasion, termFreq = 1, docCount = 1
term: occasional, termFreq = 1, docCount = 1
term: occasionally, termFreq = 3, docCount = 3
term: occupation, termFreq = 2, docCount = 1
term: occupational, termFreq = 2, docCount = 2
term: occupations, termFreq = 2, docCount = 1
term: occupied, termFreq = 1, docCount = 1
term: occupies, termFreq = 2, docCount = 2
term: occupy, termFreq = 2, docCount = 2
term: occupying, termFreq = 1, docCount = 1
term: occur, termFreq = 27, docCount = 25
term: occuring, termFreq = 1, docCount = 1
term: occurred, termFreq = 2, docCount = 2
term: occurrence, termFreq = 8, docCount = 7
term: occurrences, termFreq = 12, docCount = 10
term: occurring, termFreq = 8, docCount = 7
term: occurs, termFreq = 11, docCount = 10
term: ochser, termFreq = 1, docCount = 1
term: octal, termFreq = 5, docCount = 3
term: october, termFreq = 267, docCount = 267
term: odd, termFreq = 2, docCount = 2
term: oden, termFreq = 1, docCount = 1
term: oedipus, termFreq = 1, docCount = 1
term: oestreicher, termFreq = 1, docCount = 1
term: oettinger, termFreq = 4, docCount = 4
term: of, termFreq = 9210, docCount = 2083
term: off, termFreq = 46, docCount = 33
term: offer, termFreq = 7, docCount = 7
term: offered, termFreq = 14, docCount = 14
term: offerings, termFreq = 2, docCount = 1
term: offers, termFreq = 9, docCount = 9
term: office, termFreq = 4, docCount = 3
term: officers, termFreq = 1, docCount = 1
term: official, termFreq = 2, docCount = 2
term: offman, termFreq = 1, docCount = 1
term: offs, termFreq = 3, docCount = 1
term: offset, termFreq = 1, docCount = 1
term: offspring, termFreq = 1, docCount = 1
term: ofnatural, termFreq = 1, docCount = 1
term: often, termFreq = 57, docCount = 52
term: ogden, termFreq = 2, docCount = 2
term: oh, termFreq = 1, docCount = 1
term: ohlman, termFreq = 1, docCount = 1
term: okabe, termFreq = 1, docCount = 1
term: okajima, termFreq = 1, docCount = 1
term: ol, termFreq = 1, docCount = 1
term: old, termFreq = 8, docCount = 8
term: oldehoeft, termFreq = 2, docCount = 2
term: older, termFreq = 1, docCount = 1
term: oliver, termFreq = 1, docCount = 1
term: olivier, termFreq = 1, docCount = 1
term: olsen, termFreq = 1, docCount = 1
term: olsztyn, termFreq = 2, docCount = 2
term: olutely, termFreq = 1, docCount = 1
term: olynyk, termFreq = 1, docCount = 1
term: omaha, termFreq = 1, docCount = 1
term: ombudsman, termFreq = 1, docCount = 1
term: omissions, termFreq = 2, docCount = 1
term: omits, termFreq = 1, docCount = 1
term: omitted, termFreq = 1, docCount = 1
term: omitting, termFreq = 1, docCount = 1
term: on, termFreq = 1272, docCount = 900
term: ona, termFreq = 1, docCount = 1
term: once, termFreq = 18, docCount = 16
term: one, termFreq = 420, docCount = 310
term: ones, termFreq = 23, docCount = 20
term: ongoing, termFreq = 3, docCount = 3
term: online, termFreq = 32, docCount = 20
term: only, termFreq = 174, docCount = 154
term: onoe, termFreq = 1, docCount = 1
term: onstochastic, termFreq = 1, docCount = 1
term: onto, termFreq = 5, docCount = 5
term: onward, termFreq = 1, docCount = 1
term: op, termFreq = 3, docCount = 3
term: opak, termFreq = 1, docCount = 1
term: opderbeck, termFreq = 3, docCount = 3
term: open, termFreq = 22, docCount = 16
term: opened, termFreq = 1, docCount = 1
term: openness, termFreq = 1, docCount = 1
term: opens, termFreq = 1, docCount = 1
term: operand, termFreq = 5, docCount = 4
term: operands, termFreq = 8, docCount = 8
term: operate, termFreq = 23, docCount = 23
term: operated, termFreq = 3, docCount = 3
term: operates, termFreq = 15, docCount = 15
term: operating, termFreq = 207, docCount = 123
term: operation, termFreq = 83, docCount = 74
term: operational, termFreq = 23, docCount = 21
term: operations, termFreq = 153, docCount = 132
term: operator, termFreq = 25, docCount = 16
term: operators, termFreq = 40, docCount = 26
term: ophir, termFreq = 2, docCount = 2
term: opinion, termFreq = 1, docCount = 1
term: opinions, termFreq = 1, docCount = 1
term: opler, termFreq = 4, docCount = 4
term: oppenheim, termFreq = 1, docCount = 1
term: oppenheimer, termFreq = 1, docCount = 1
term: opportunities, termFreq = 5, docCount = 4
term: opportunity, termFreq = 9, docCount = 6
term: opposed, termFreq = 4, docCount = 4
term: opposite, termFreq = 2, docCount = 1
term: oppressive, termFreq = 1, docCount = 1
term: optical, termFreq = 8, docCount = 6
term: optics, termFreq = 2, docCount = 2
term: optimal, termFreq = 140, docCount = 79
term: optimality, termFreq = 10, docCount = 6
term: optimally, termFreq = 2, docCount = 2
term: optimization, termFreq = 101, docCount = 69
term: optimizations, termFreq = 7, docCount = 4
term: optimize, termFreq = 4, docCount = 4
term: optimized, termFreq = 7, docCount = 7
term: optimizer, termFreq = 5, docCount = 3
term: optimizers, termFreq = 1, docCount = 1
term: optimizing, termFreq = 22, docCount = 18
term: optimum, termFreq = 53, docCount = 31
term: option, termFreq = 2, docCount = 2
term: optional, termFreq = 3, docCount = 3
term: optionally, termFreq = 1, docCount = 1
term: options, termFreq = 5, docCount = 5
term: or, termFreq = 499, docCount = 355
term: oracle, termFreq = 2, docCount = 2
term: orbit, termFreq = 2, docCount = 2
term: orbital, termFreq = 1, docCount = 1
term: orbitals, termFreq = 2, docCount = 2
term: orchard, termFreq = 1, docCount = 1
term: ord, termFreq = 4, docCount = 4
term: orden, termFreq = 1, docCount = 1
term: order, termFreq = 181, docCount = 137
term: ordered, termFreq = 38, docCount = 25
term: ordering, termFreq = 45, docCount = 23
term: orderings, termFreq = 6, docCount = 4
term: orderly, termFreq = 4, docCount = 4
term: orders, termFreq = 15, docCount = 10
term: ordinarily, termFreq = 1, docCount = 1
term: ordinary, termFreq = 56, docCount = 41
term: ordinate, termFreq = 1, docCount = 1
term: oregon, termFreq = 1, docCount = 1
term: organick, termFreq = 3, docCount = 1
term: organization, termFreq = 128, docCount = 83
term: organizational, termFreq = 9, docCount = 7
term: organizations, termFreq = 31, docCount = 22
term: organize, termFreq = 2, docCount = 2
term: organized, termFreq = 17, docCount = 14
term: organizing, termFreq = 14, docCount = 11
term: orgass, termFreq = 1, docCount = 1
term: orientation, termFreq = 7, docCount = 6
term: orientations, termFreq = 1, docCount = 1
term: oriented, termFreq = 79, docCount = 59
term: origin, termFreq = 5, docCount = 2
term: original, termFreq = 38, docCount = 34
